month,level_1,level_2,level_3,value
1964-05,Number Of Air Passenger Departures,South East Asia,Malaysia,na
1964-05,Number Of Air Passenger Departures,South East Asia,Indonesia,123
1964-05,Number Of Air Passenger Departures,South East Asia,Thailand,1985
1964-05,Number Of Air Passenger Departures,South East Asia,Philippines,445
1964-05,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1964-05,Number Of Air Passenger Departures,North East Asia,China,na
1964-05,Number Of Air Passenger Departures,North East Asia,Hong Kong,1700
1964-05,Number Of Air Passenger Departures,North East Asia,Japan,173
1964-05,Number Of Air Passenger Departures,Europe,United Kingdom,529
1964-05,Number Of Air Passenger Departures,Europe,France,na
1964-05,Number Of Air Passenger Departures,Europe,Germany,na
1964-06,Number Of Air Passenger Departures,South East Asia,Malaysia,na
1964-06,Number Of Air Passenger Departures,South East Asia,Indonesia,138
1964-06,Number Of Air Passenger Departures,South East Asia,Thailand,1503
1964-06,Number Of Air Passenger Departures,South East Asia,Philippines,305
1964-06,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1964-06,Number Of Air Passenger Departures,North East Asia,China,na
1964-06,Number Of Air Passenger Departures,North East Asia,Hong Kong,1384
1964-06,Number Of Air Passenger Departures,North East Asia,Japan,99
1964-06,Number Of Air Passenger Departures,Europe,United Kingdom,553
1964-06,Number Of Air Passenger Departures,Europe,France,na
1964-06,Number Of Air Passenger Departures,Europe,Germany,na
1964-07,Number Of Air Passenger Departures,South East Asia,Malaysia,na
1964-07,Number Of Air Passenger Departures,South East Asia,Indonesia,153
1964-07,Number Of Air Passenger Departures,South East Asia,Thailand,1955
1964-07,Number Of Air Passenger Departures,South East Asia,Philippines,155
1964-07,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1964-07,Number Of Air Passenger Departures,North East Asia,China,na
1964-07,Number Of Air Passenger Departures,North East Asia,Hong Kong,1470
1964-07,Number Of Air Passenger Departures,North East Asia,Japan,139
1964-07,Number Of Air Passenger Departures,Europe,United Kingdom,571
1964-07,Number Of Air Passenger Departures,Europe,France,na
1964-07,Number Of Air Passenger Departures,Europe,Germany,na
1964-08,Number Of Air Passenger Departures,South East Asia,Malaysia,na
1964-08,Number Of Air Passenger Departures,South East Asia,Indonesia,173
1964-08,Number Of Air Passenger Departures,South East Asia,Thailand,1765
1964-08,Number Of Air Passenger Departures,South East Asia,Philippines,317
1964-08,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1964-08,Number Of Air Passenger Departures,North East Asia,China,na
1964-08,Number Of Air Passenger Departures,North East Asia,Hong Kong,1721
1964-08,Number Of Air Passenger Departures,North East Asia,Japan,174
1964-08,Number Of Air Passenger Departures,Europe,United Kingdom,791
1964-08,Number Of Air Passenger Departures,Europe,France,na
1964-08,Number Of Air Passenger Departures,Europe,Germany,na
1964-09,Number Of Air Passenger Departures,South East Asia,Malaysia,na
1964-09,Number Of Air Passenger Departures,South East Asia,Indonesia,86
1964-09,Number Of Air Passenger Departures,South East Asia,Thailand,1505
1964-09,Number Of Air Passenger Departures,South East Asia,Philippines,239
1964-09,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1964-09,Number Of Air Passenger Departures,North East Asia,China,na
1964-09,Number Of Air Passenger Departures,North East Asia,Hong Kong,1326
1964-09,Number Of Air Passenger Departures,North East Asia,Japan,130
1964-09,Number Of Air Passenger Departures,Europe,United Kingdom,1688
1964-09,Number Of Air Passenger Departures,Europe,France,na
1964-09,Number Of Air Passenger Departures,Europe,Germany,na
1964-10,Number Of Air Passenger Departures,South East Asia,Malaysia,na
1964-10,Number Of Air Passenger Departures,South East Asia,Indonesia,131
1964-10,Number Of Air Passenger Departures,South East Asia,Thailand,2181
1964-10,Number Of Air Passenger Departures,South East Asia,Philippines,377
1964-10,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1964-10,Number Of Air Passenger Departures,North East Asia,China,na
1964-10,Number Of Air Passenger Departures,North East Asia,Hong Kong,1955
1964-10,Number Of Air Passenger Departures,North East Asia,Japan,122
1964-10,Number Of Air Passenger Departures,Europe,United Kingdom,505
1964-10,Number Of Air Passenger Departures,Europe,France,na
1964-10,Number Of Air Passenger Departures,Europe,Germany,na
1964-11,Number Of Air Passenger Departures,South East Asia,Malaysia,na
1964-11,Number Of Air Passenger Departures,South East Asia,Indonesia,215
1964-11,Number Of Air Passenger Departures,South East Asia,Thailand,2314
1964-11,Number Of Air Passenger Departures,South East Asia,Philippines,649
1964-11,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1964-11,Number Of Air Passenger Departures,North East Asia,China,na
1964-11,Number Of Air Passenger Departures,North East Asia,Hong Kong,2239
1964-11,Number Of Air Passenger Departures,North East Asia,Japan,119
1964-11,Number Of Air Passenger Departures,Europe,United Kingdom,541
1964-11,Number Of Air Passenger Departures,Europe,France,na
1964-11,Number Of Air Passenger Departures,Europe,Germany,na
1964-12,Number Of Air Passenger Departures,South East Asia,Malaysia,na
1964-12,Number Of Air Passenger Departures,South East Asia,Indonesia,111
1964-12,Number Of Air Passenger Departures,South East Asia,Thailand,1884
1964-12,Number Of Air Passenger Departures,South East Asia,Philippines,411
1964-12,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1964-12,Number Of Air Passenger Departures,North East Asia,China,na
1964-12,Number Of Air Passenger Departures,North East Asia,Hong Kong,1836
1964-12,Number Of Air Passenger Departures,North East Asia,Japan,151
1964-12,Number Of Air Passenger Departures,Europe,United Kingdom,589
1964-12,Number Of Air Passenger Departures,Europe,France,na
1964-12,Number Of Air Passenger Departures,Europe,Germany,na
1965-01,Number Of Air Passenger Departures,South East Asia,Malaysia,na
1965-01,Number Of Air Passenger Departures,South East Asia,Indonesia,135
1965-01,Number Of Air Passenger Departures,South East Asia,Thailand,1426
1965-01,Number Of Air Passenger Departures,South East Asia,Philippines,374
1965-01,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1965-01,Number Of Air Passenger Departures,North East Asia,China,na
1965-01,Number Of Air Passenger Departures,North East Asia,Hong Kong,1586
1965-01,Number Of Air Passenger Departures,North East Asia,Japan,118
1965-01,Number Of Air Passenger Departures,Europe,United Kingdom,1311
1965-01,Number Of Air Passenger Departures,Europe,France,na
1965-01,Number Of Air Passenger Departures,Europe,Germany,na
1965-02,Number Of Air Passenger Departures,South East Asia,Malaysia,na
1965-02,Number Of Air Passenger Departures,South East Asia,Indonesia,124
1965-02,Number Of Air Passenger Departures,South East Asia,Thailand,1755
1965-02,Number Of Air Passenger Departures,South East Asia,Philippines,303
1965-02,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1965-02,Number Of Air Passenger Departures,North East Asia,China,na
1965-02,Number Of Air Passenger Departures,North East Asia,Hong Kong,1815
1965-02,Number Of Air Passenger Departures,North East Asia,Japan,127
1965-02,Number Of Air Passenger Departures,Europe,United Kingdom,479
1965-02,Number Of Air Passenger Departures,Europe,France,na
1965-02,Number Of Air Passenger Departures,Europe,Germany,na
1965-03,Number Of Air Passenger Departures,South East Asia,Malaysia,na
1965-03,Number Of Air Passenger Departures,South East Asia,Indonesia,157
1965-03,Number Of Air Passenger Departures,South East Asia,Thailand,2578
1965-03,Number Of Air Passenger Departures,South East Asia,Philippines,428
1965-03,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1965-03,Number Of Air Passenger Departures,North East Asia,China,na
1965-03,Number Of Air Passenger Departures,North East Asia,Hong Kong,2083
1965-03,Number Of Air Passenger Departures,North East Asia,Japan,161
1965-03,Number Of Air Passenger Departures,Europe,United Kingdom,656
1965-03,Number Of Air Passenger Departures,Europe,France,na
1965-03,Number Of Air Passenger Departures,Europe,Germany,na
1965-04,Number Of Air Passenger Departures,South East Asia,Malaysia,na
1965-04,Number Of Air Passenger Departures,South East Asia,Indonesia,169
1965-04,Number Of Air Passenger Departures,South East Asia,Thailand,2259
1965-04,Number Of Air Passenger Departures,South East Asia,Philippines,257
1965-04,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1965-04,Number Of Air Passenger Departures,North East Asia,China,na
1965-04,Number Of Air Passenger Departures,North East Asia,Hong Kong,2589
1965-04,Number Of Air Passenger Departures,North East Asia,Japan,270
1965-04,Number Of Air Passenger Departures,Europe,United Kingdom,986
1965-04,Number Of Air Passenger Departures,Europe,France,na
1965-04,Number Of Air Passenger Departures,Europe,Germany,na
1965-05,Number Of Air Passenger Departures,South East Asia,Malaysia,na
1965-05,Number Of Air Passenger Departures,South East Asia,Indonesia,132
1965-05,Number Of Air Passenger Departures,South East Asia,Thailand,2314
1965-05,Number Of Air Passenger Departures,South East Asia,Philippines,395
1965-05,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1965-05,Number Of Air Passenger Departures,North East Asia,China,na
1965-05,Number Of Air Passenger Departures,North East Asia,Hong Kong,2096
1965-05,Number Of Air Passenger Departures,North East Asia,Japan,191
1965-05,Number Of Air Passenger Departures,Europe,United Kingdom,777
1965-05,Number Of Air Passenger Departures,Europe,France,na
1965-05,Number Of Air Passenger Departures,Europe,Germany,na
1965-06,Number Of Air Passenger Departures,South East Asia,Malaysia,na
1965-06,Number Of Air Passenger Departures,South East Asia,Indonesia,108
1965-06,Number Of Air Passenger Departures,South East Asia,Thailand,1561
1965-06,Number Of Air Passenger Departures,South East Asia,Philippines,258
1965-06,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1965-06,Number Of Air Passenger Departures,North East Asia,China,na
1965-06,Number Of Air Passenger Departures,North East Asia,Hong Kong,1447
1965-06,Number Of Air Passenger Departures,North East Asia,Japan,140
1965-06,Number Of Air Passenger Departures,Europe,United Kingdom,670
1965-06,Number Of Air Passenger Departures,Europe,France,na
1965-06,Number Of Air Passenger Departures,Europe,Germany,na
1965-07,Number Of Air Passenger Departures,South East Asia,Malaysia,na
1965-07,Number Of Air Passenger Departures,South East Asia,Indonesia,131
1965-07,Number Of Air Passenger Departures,South East Asia,Thailand,2053
1965-07,Number Of Air Passenger Departures,South East Asia,Philippines,383
1965-07,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1965-07,Number Of Air Passenger Departures,North East Asia,China,na
1965-07,Number Of Air Passenger Departures,North East Asia,Hong Kong,1763
1965-07,Number Of Air Passenger Departures,North East Asia,Japan,168
1965-07,Number Of Air Passenger Departures,Europe,United Kingdom,846
1965-07,Number Of Air Passenger Departures,Europe,France,na
1965-07,Number Of Air Passenger Departures,Europe,Germany,na
1965-08,Number Of Air Passenger Departures,South East Asia,Malaysia,na
1965-08,Number Of Air Passenger Departures,South East Asia,Indonesia,175
1965-08,Number Of Air Passenger Departures,South East Asia,Thailand,2108
1965-08,Number Of Air Passenger Departures,South East Asia,Philippines,408
1965-08,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1965-08,Number Of Air Passenger Departures,North East Asia,China,na
1965-08,Number Of Air Passenger Departures,North East Asia,Hong Kong,2087
1965-08,Number Of Air Passenger Departures,North East Asia,Japan,221
1965-08,Number Of Air Passenger Departures,Europe,United Kingdom,872
1965-08,Number Of Air Passenger Departures,Europe,France,na
1965-08,Number Of Air Passenger Departures,Europe,Germany,na
1965-09,Number Of Air Passenger Departures,South East Asia,Malaysia,na
1965-09,Number Of Air Passenger Departures,South East Asia,Indonesia,94
1965-09,Number Of Air Passenger Departures,South East Asia,Thailand,1990
1965-09,Number Of Air Passenger Departures,South East Asia,Philippines,285
1965-09,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1965-09,Number Of Air Passenger Departures,North East Asia,China,na
1965-09,Number Of Air Passenger Departures,North East Asia,Hong Kong,2007
1965-09,Number Of Air Passenger Departures,North East Asia,Japan,296
1965-09,Number Of Air Passenger Departures,Europe,United Kingdom,2511
1965-09,Number Of Air Passenger Departures,Europe,France,na
1965-09,Number Of Air Passenger Departures,Europe,Germany,na
1965-10,Number Of Air Passenger Departures,South East Asia,Malaysia,na
1965-10,Number Of Air Passenger Departures,South East Asia,Indonesia,110
1965-10,Number Of Air Passenger Departures,South East Asia,Thailand,2972
1965-10,Number Of Air Passenger Departures,South East Asia,Philippines,428
1965-10,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1965-10,Number Of Air Passenger Departures,North East Asia,China,na
1965-10,Number Of Air Passenger Departures,North East Asia,Hong Kong,1999
1965-10,Number Of Air Passenger Departures,North East Asia,Japan,151
1965-10,Number Of Air Passenger Departures,Europe,United Kingdom,495
1965-10,Number Of Air Passenger Departures,Europe,France,na
1965-10,Number Of Air Passenger Departures,Europe,Germany,na
1965-11,Number Of Air Passenger Departures,South East Asia,Malaysia,na
